,experiment,timestep,mean episodic runtime,mean episodic length,length per episode,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,866800,0.037152,200.0,11,-112.944815,-244.912822,-1.955979,62.554958,393
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,869000,0.036515,200.0,11,-258.788176,-1494.159758,-1.043268,395.721245,394
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,871200,0.036366,200.0,11,-278.012987,-1491.180213,-0.698417,398.132971,395
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,873400,0.039741,200.0,11,-115.195628,-396.9821,-1.369919,127.727316,396
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,875600,0.03881,200.0,11,-182.518154,-410.530831,-0.525123,116.653522,397
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,877800,0.036376,200.0,11,-157.913589,-261.874793,-0.76563,78.238275,398
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,880000,0.036345,200.0,11,-112.621869,-240.338535,-0.757363,79.537301,399
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,882200,0.037994,200.0,11,-227.995423,-1495.135929,-0.95764,414.580675,400
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,884400,0.039846,200.0,11,-182.160042,-388.966135,-0.463979,135.405849,401
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,886600,0.037889,200.0,11,-218.443681,-597.942756,-0.825723,190.891295,402
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,888800,0.036606,200.0,11,-285.934333,-1084.828075,-118.938044,299.678664,403
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,891000,0.036706,200.0,11,-376.11393,-1491.313777,-1.258485,415.247816,404
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,893200,0.040011,200.0,11,-160.910902,-394.340896,-1.084472,110.177728,405
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,895400,0.038781,200.0,11,-315.590788,-1493.863774,-1.021893,406.737976,406
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,897600,0.03857,200.0,11,-296.895769,-1498.729316,-0.82373,406.842439,407
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,899800,0.037863,200.0,11,-265.735001,-1448.389187,-1.687375,390.829598,408
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,902000,0.037956,200.0,11,-147.957958,-386.848352,-0.979357,118.567246,409
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,904200,0.03937,200.0,11,-196.988702,-393.701919,-0.976015,115.605906,410
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,906400,0.038118,200.0,11,-235.849134,-1029.480791,-1.268491,263.536012,411
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,908600,0.037669,200.0,11,-211.697634,-683.885284,-0.903958,169.014904,412
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,910800,0.036726,200.0,11,-545.607873,-1496.438745,-0.88954,588.645475,413
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,913000,0.040136,200.0,11,-262.052671,-1496.238512,-1.019219,402.405473,414
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,915200,0.037505,200.0,11,-248.681228,-1496.846745,-0.657874,405.189898,415
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,917400,0.037306,200.0,11,-174.716627,-279.784088,-121.664424,67.29093,416
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,919600,0.03773,200.0,11,-253.151006,-1498.27614,-1.306923,431.250463,417
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,921800,0.039214,200.0,11,-168.341944,-623.324595,-1.248241,161.186726,418
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,924000,0.038708,200.0,11,-258.912293,-1498.759217,-117.546237,393.411316,419
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,926200,0.037571,200.0,11,-253.770164,-1268.153371,-0.812084,329.137466,420
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,928400,0.038936,200.0,11,-292.880945,-1494.923128,-0.664363,387.75322,421
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,930600,0.037874,200.0,11,-283.081421,-1491.737573,-1.359035,389.596957,422
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,932800,0.039723,200.0,11,-135.626514,-243.17561,-1.287661,80.237706,423
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,935000,0.038352,200.0,11,-260.752274,-1496.266821,-120.642593,392.242184,424
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,937200,0.038024,200.0,11,-158.246124,-382.369042,-1.017499,107.958987,425
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,939400,0.038037,200.0,11,-203.865532,-396.564161,-115.327876,110.04059,426
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,941600,0.04146,200.0,11,-272.545863,-1498.137163,-1.329701,394.240197,427
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,943800,0.037084,200.0,11,-307.450542,-1494.044986,-1.752652,391.734577,428
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,946000,0.037433,200.0,11,-255.978278,-1493.520792,-1.125965,403.442503,429
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,948200,0.03705,200.0,11,-172.624506,-428.602243,-1.610738,106.090681,430
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,950400,0.037248,200.0,11,-213.256793,-375.375428,-117.092676,77.191913,431
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,952600,0.038914,200.0,11,-547.823576,-1496.194741,-119.434162,583.442575,432
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,954800,0.036491,200.0,11,-135.459965,-250.319232,-1.465859,97.090932,433
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,957000,0.036664,200.0,11,-259.739226,-1491.37399,-2.704323,394.735029,434
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,959200,0.037831,200.0,11,-301.704863,-1497.088106,-3.150342,391.852532,435
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,961400,0.039665,200.0,11,-380.585967,-1496.380329,-2.094992,531.424994,436
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,963600,0.03711,200.0,11,-182.844117,-351.976859,-115.215888,79.750944,437
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,965800,0.036542,200.0,11,-327.588786,-1496.351755,-2.450232,419.57035,438
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,968000,0.037177,200.0,11,-229.236773,-584.480625,-4.765898,161.750267,439
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,970200,0.037016,200.0,11,-162.829865,-518.16849,-2.499207,136.784972,440
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,972400,0.039636,200.0,11,-149.798255,-258.152687,-2.372089,72.012187,441
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,974600,0.037451,200.0,11,-262.13693,-1499.23089,-3.677882,396.572837,442
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,976800,0.037333,200.0,11,-307.178579,-1495.981752,-4.01896,392.432714,443
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,979000,0.03639,200.0,11,-171.078897,-508.053395,-2.564488,134.018797,444
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,981200,0.040228,200.0,11,-298.945236,-1491.076601,-1.92995,393.017435,445
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,983400,0.038762,200.0,11,-272.104176,-1493.092884,-3.588652,395.357246,446
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,985600,0.03857,200.0,11,-306.472747,-1491.122693,-123.163238,379.233093,447
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,987800,0.038353,200.0,11,-162.559071,-276.848845,-1.715839,80.798754,448
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,990000,0.038654,200.0,11,-82.020376,-261.808964,-2.659541,81.150347,449
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,992200,0.038761,200.0,11,-308.100985,-1494.246569,-120.792384,387.8046,450
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,994400,0.039239,200.0,11,-207.129886,-637.432329,-3.239931,165.521604,451
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,996600,0.037444,200.0,11,-158.558951,-368.767424,-2.664054,105.091424,452
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,998800,0.037985,200.0,11,-226.418516,-400.903715,-119.991063,91.8926,453
0,exp_name: Pendulum-v1_2023-01-28 ppo_continuous,1001000,0.040043,200.0,11,-139.900564,-393.267856,-2.899795,102.121068,454
