step,mean_reward,max_reward,min_reward,mean_len,max_len,min_len
825364,-74.39170596428572,-73.929792,-75.762842,73.03571428571429,74,73
827409,-74.3340335,-73.998182,-75.769679,73.03571428571429,74,73
829454,-74.32028171428571,-73.938056,-75.927371,73.03571428571429,74,73
831500,-74.41317114285714,-74.06175,-75.991103,73.07142857142857,74,73
833546,-74.41058253571428,-73.951829,-75.93794,73.07142857142857,74,73
835590,-74.4227194642857,-73.946948,-74.762921,73.0,73,73
837634,-74.36447539285714,-73.951315,-74.679426,73.0,73,73
839679,-74.42507114285715,-74.031422,-75.635729,73.03571428571429,74,73
841798,-74.34712224137932,-73.856981,-76.005968,73.06896551724138,74,73
843778,-74.71074144444445,-73.87488,-76.053986,73.33333333333333,74,73
845824,-74.35084396428572,-73.876595,-75.882628,73.07142857142857,74,73
847875,-74.5981392857143,-73.91406,-76.108096,73.25,74,73
849921,-74.41130714285715,-73.886479,-76.017747,73.07142857142857,74,73
852039,-74.35637482758621,-74.039553,-75.99532,73.03448275862068,74,73
854085,-74.52037953571427,-73.944633,-76.027023,73.07142857142857,74,73
856134,-74.56184332142858,-74.017494,-76.027438,73.17857142857143,74,73
858179,-74.44353442857144,-74.095466,-75.959034,73.03571428571429,74,73
860224,-74.45118860714285,-73.936718,-76.004687,73.03571428571429,74,73
862269,-74.49965421428571,-74.005392,-75.965716,73.03571428571429,74,73
864314,-74.45759053571429,-74.000434,-76.030817,73.03571428571429,74,73
866359,-74.53404657142856,-74.033473,-75.976205,73.03571428571429,74,73
868403,-74.448744,-73.906238,-74.755705,73.0,73,73
870447,-74.40132007142857,-73.942856,-74.744033,73.0,73,73
872491,-74.38694689285715,-74.019222,-74.713291,73.0,73,73
874535,-74.34924278571428,-74.048456,-74.666871,73.0,73,73
876587,-74.6791412142857,-73.911259,-75.978473,73.28571428571429,74,73
878637,-74.54399832142859,-73.929135,-76.023324,73.21428571428571,74,73
880684,-74.43159392857144,-73.900672,-75.989831,73.10714285714286,74,73
882731,-74.41421264285714,-73.91199,-76.080043,73.10714285714286,74,73
884776,-74.33852567857143,-73.882446,-75.671774,73.03571428571429,74,73
886821,-74.38146867857142,-73.93923,-75.896012,73.03571428571429,74,73
888866,-74.41675375,-73.980519,-75.884174,73.03571428571429,74,73
890910,-74.33488496428572,-73.970274,-74.672632,73.0,73,73
892954,-74.36883857142858,-73.930283,-74.709761,73.0,73,73
895002,-74.54520639285714,-73.988036,-76.008686,73.14285714285714,74,73
897048,-74.39972942857143,-73.909055,-76.053338,73.07142857142857,74,73
899092,-74.28220992857142,-74.015349,-74.651234,73.0,73,73
901138,-74.41492749999999,-73.871465,-76.006831,73.07142857142857,74,73
903186,-74.47922067857142,-73.85449,-76.044922,73.14285714285714,74,73
905233,-74.37143267857142,-73.913916,-76.047297,73.10714285714286,74,73
907280,-74.40612560714285,-73.919667,-75.951789,73.10714285714286,74,73
909326,-74.40295446428571,-73.929649,-75.981298,73.07142857142857,74,73
911373,-74.41213574999999,-74.018422,-75.917385,73.10714285714286,74,73
913420,-74.38185985714287,-73.931407,-75.999216,73.10714285714286,74,73
915466,-74.37232739285716,-73.94971,-76.072261,73.07142857142857,74,73
917512,-74.44720710714286,-73.984808,-76.03324,73.07142857142857,74,73
919557,-74.41537017857142,-73.983308,-76.045862,73.03571428571429,74,73
921601,-74.4740135,-74.12103,-74.727829,73.0,73,73
923718,-74.43771620689655,-74.033922,-74.764485,73.0,73,73
925762,-74.51295339285714,-74.036402,-74.850542,73.0,73,73
927806,-74.4627525,-74.175425,-74.730785,73.0,73,73
929850,-74.43289321428573,-74.081794,-74.923156,73.0,73,73
931896,-74.42450567857144,-73.975172,-75.976424,73.07142857142857,74,73
933941,-74.38042835714285,-73.885563,-76.024841,73.03571428571429,74,73
935987,-74.39208817857143,-73.916116,-75.983982,73.07142857142857,74,73
938032,-74.42007164285714,-73.959507,-75.894321,73.03571428571429,74,73
940077,-74.3934717857143,-73.918812,-75.981292,73.03571428571429,74,73
942127,-74.5379315,-73.892401,-76.001296,73.21428571428571,74,73
944181,-74.79338307142858,-73.925864,-76.063665,73.35714285714286,74,73
946227,-74.32721267857141,-73.887508,-76.014969,73.07142857142857,74,73
948271,-74.27662285714287,-73.928655,-74.694389,73.0,73,73
950316,-74.34977224999999,-73.973342,-76.011841,73.03571428571429,74,73
952360,-74.40047360714286,-73.976085,-74.65678,73.0,73,73
954404,-74.46701082142856,-74.043074,-74.703916,73.0,73,73
956448,-74.40623446428572,-74.034694,-74.66951,73.0,73,73
958493,-74.39083621428573,-73.975546,-75.927868,73.03571428571429,74,73
960539,-74.42172682142858,-74.012761,-75.99229,73.07142857142857,74,73
962586,-74.46393567857142,-73.944722,-76.006895,73.10714285714286,74,73
964631,-74.321273,-73.945619,-75.960835,73.03571428571429,74,73
966680,-74.47291253571429,-73.89393,-76.020338,73.17857142857143,74,73
968730,-74.58262367857142,-73.961935,-76.016041,73.21428571428571,74,73
970781,-74.54638010714287,-73.941979,-76.005042,73.25,74,73
972831,-74.5282564642857,-73.939102,-76.045323,73.21428571428571,74,73
974879,-74.47757064285713,-73.908772,-76.01075,73.14285714285714,74,73
976928,-74.49226485714287,-73.919557,-76.087061,73.17857142857143,74,73
978974,-74.30608510714285,-73.9241,-76.005979,73.07142857142857,74,73
981022,-74.48083217857143,-73.974162,-76.0446,73.14285714285714,74,73
983066,-74.31043335714286,-73.950008,-74.612281,73.0,73,73
985110,-74.36734492857144,-73.9261,-74.615333,73.0,73,73
987154,-74.45448157142859,-73.952944,-74.775622,73.0,73,73
989198,-74.52010974999999,-74.280654,-74.861436,73.0,73,73
991242,-74.53682667857142,-74.147783,-74.742449,73.0,73,73
993286,-74.54342550000001,-74.136041,-74.827023,73.0,73,73
995330,-74.45473110714285,-73.97583,-74.741172,73.0,73,73
997447,-74.50865631034485,-74.038176,-74.79356,73.0,73,73
999491,-74.40397439285714,-74.09316,-74.721496,73.0,73,73
