"Step","mean_episodes_rewards","random_agent_run_3 - mean_episodes_rewards__MIN","random_agent_run_3 - mean_episodes_rewards__MAX"
"891000","-1175.9047065409898","-1175.9047065409898","-1175.9047065409898"
"893200","-1281.0757212062879","-1281.0757212062879","-1281.0757212062879"
"895400","-1187.4824287185368","-1187.4824287185368","-1187.4824287185368"
"897600","-1215.5728126581896","-1215.5728126581896","-1215.5728126581896"
"899800","-1161.9055040537999","-1161.9055040537999","-1161.9055040537999"
"902000","-1290.429579180034","-1290.429579180034","-1290.429579180034"
"904200","-1215.98435655132","-1215.98435655132","-1215.98435655132"
"906400","-1171.0532665087208","-1171.0532665087208","-1171.0532665087208"
"908600","-1287.8388387116365","-1287.8388387116365","-1287.8388387116365"
"910800","-1128.4868494299035","-1128.4868494299035","-1128.4868494299035"
"913000","-1128.4636902047093","-1128.4636902047093","-1128.4636902047093"
"915200","-1269.5262848980574","-1269.5262848980574","-1269.5262848980574"
"917400","-1222.029483036518","-1222.029483036518","-1222.029483036518"
"919600","-1305.6650795628318","-1305.6650795628318","-1305.6650795628318"
"921800","-1172.4915254068133","-1172.4915254068133","-1172.4915254068133"
"924000","-1301.1524738889618","-1301.1524738889618","-1301.1524738889618"
"926200","-1514.1647678773488","-1514.1647678773488","-1514.1647678773488"
"928400","-1200.1083587258354","-1200.1083587258354","-1200.1083587258354"
"930600","-1117.652424652339","-1117.652424652339","-1117.652424652339"
"932800","-1213.6437771072951","-1213.6437771072951","-1213.6437771072951"
"935000","-1327.333887039036","-1327.333887039036","-1327.333887039036"
"937200","-1281.4550114401814","-1281.4550114401814","-1281.4550114401814"
"939400","-1317.6479047605258","-1317.6479047605258","-1317.6479047605258"
"941600","-1223.23914817333","-1223.23914817333","-1223.23914817333"
"943800","-1218.7511001962248","-1218.7511001962248","-1218.7511001962248"
"946000","-1137.2575611679824","-1137.2575611679824","-1137.2575611679824"
"948200","-1284.0808876726833","-1284.0808876726833","-1284.0808876726833"
"950400","-1098.014369345039","-1098.014369345039","-1098.014369345039"
"952600","-1106.6690622978892","-1106.6690622978892","-1106.6690622978892"
"954800","-1245.5274542156133","-1245.5274542156133","-1245.5274542156133"
"957000","-1085.2924071139591","-1085.2924071139591","-1085.2924071139591"
"959200","-1165.9574967923636","-1165.9574967923636","-1165.9574967923636"
"961400","-1123.5387017419614","-1123.5387017419614","-1123.5387017419614"
"963600","-1145.5588296295762","-1145.5588296295762","-1145.5588296295762"
"965800","-1190.075962200404","-1190.075962200404","-1190.075962200404"
"968000","-1152.0407769406822","-1152.0407769406822","-1152.0407769406822"
"970200","-1385.8856758708907","-1385.8856758708907","-1385.8856758708907"
"972400","-1211.2835592359888","-1211.2835592359888","-1211.2835592359888"
"974600","-1280.1418210591155","-1280.1418210591155","-1280.1418210591155"
"976800","-1121.8438592215773","-1121.8438592215773","-1121.8438592215773"
"979000","-1040.9247203585921","-1040.9247203585921","-1040.9247203585921"
"981200","-1129.522338951206","-1129.522338951206","-1129.522338951206"
"983400","-1249.9022191086483","-1249.9022191086483","-1249.9022191086483"
"985600","-1256.5917581613285","-1256.5917581613285","-1256.5917581613285"
"987800","-1326.707583634235","-1326.707583634235","-1326.707583634235"
"990000","-1225.4743519579736","-1225.4743519579736","-1225.4743519579736"
"992200","-1226.6692187885308","-1226.6692187885308","-1226.6692187885308"
"994400","-1322.7977074241883","-1322.7977074241883","-1322.7977074241883"
"996600","-1200.3791953372565","-1200.3791953372565","-1200.3791953372565"
"998800","-1198.1749231451572","-1198.1749231451572","-1198.1749231451572"
"1001000","-1392.0783073603177","-1392.0783073603177","-1392.0783073603177"
