step,mean_reward,min,max
979000,-1378.7839846810266,-1693.0457164165032,-1106.984222237703
981200,-1308.2543393764392,-1858.6657656585069,-980.8641800220447
983400,-1289.1276851788919,-1687.4766838242451,-964.5767185876888
985600,-1282.114721865939,-1811.0638018827735,-791.59386014593
987800,-1137.6101952883719,-1562.0035310770836,-858.9578906777277
990000,-1275.4659130684922,-1637.3223728466928,-963.0743745750956
992200,-1275.5776487372227,-1763.4266007565025,-865.099601868839
994400,-1271.9134630888623,-1782.995007158992,-757.5263615809606
996600,-1226.9666122290737,-1780.6551183852807,-776.2393776140962
998800,-1217.3217419520474,-1688.5492935750308,-761.3514047637066
1001000,-1272.9259214622698,-1848.9406512820888,-858.8767839380791
1003200,-1355.907431887824,-1715.9626416958233,-771.466166271796
1005400,-1291.6132295756788,-1788.4437552726645,-869.6005761653519
1007600,-1340.6628614785116,-1744.664546912979,-855.844856810001
1009800,-1259.2127119797267,-1590.3385320465723,-883.9512411052665
1012000,-1104.6486270932726,-1609.3637640816744,-855.9617407445794
1014200,-1166.583330676169,-1591.5598954091613,-859.5305952890166
1016400,-1317.4341225647543,-1772.9194086439793,-776.836159363945
1018600,-1305.5034614106755,-1786.320193587113,-900.1741442858953
1020800,-1182.18571361928,-1582.657543103321,-741.7157379083067
1023000,-1315.976081433171,-1804.4618565336755,-881.8857960295148
1025200,-1204.6313323218003,-1690.1806888322697,-873.7871407811836
1027400,-1315.5629389521857,-1764.3513666484102,-953.4674628841836
1029600,-1155.9394281271177,-1675.09458572979,-747.3857473111941
1031800,-1287.3501998082916,-1729.880338787753,-867.8255947081112
1034000,-1112.5914267549565,-1700.0016358477121,-767.4169001175741
1036200,-1198.6501801604388,-1770.3693319413176,-746.2062179464687
1038400,-1413.981648906555,-1767.1849086923298,-945.1661469820779
1040600,-1227.2199763088431,-1644.85983160839,-880.4125415437467
1042800,-1123.2713710851915,-1488.03240256103,-824.7462617012524
1045000,-1356.6304541296677,-1743.7687935941206,-891.0289799428822
1047200,-1429.6095380509523,-1834.7822261832464,-985.9689728467263
1049400,-1346.7516185139214,-1661.0909560153527,-755.0764435116693
1051600,-1284.0851352440181,-1727.489370041499,-817.0131762020658
1053800,-1321.8991239114073,-1778.302064855798,-940.7256382516982
1056000,-1222.4920674062769,-1575.1263294900223,-732.557011818183
1058200,-1280.249334724593,-1670.0731924347126,-945.5519579867259
1060400,-1313.8181412478264,-1689.7023960521121,-736.8970260478255
1062600,-1405.7786136252187,-1773.9195785527875,-868.7678849809338
1064800,-1147.8489732211665,-1632.9046222825377,-816.3917015015984
1067000,-1343.348051767799,-1778.733411789969,-895.2370858157309
1069200,-1195.8205883513542,-1567.6620253136255,-772.3149197716683
1071400,-1414.0292591592156,-1751.092445992607,-1164.876351384937
1073600,-1148.5878316500805,-1562.2903670031926,-893.6540219676701
1075800,-1212.277634505675,-1668.5579567353461,-858.3214006687326
1078000,-1311.51520405445,-1717.5642411333026,-892.2967060824872
1080200,-1347.004282725565,-1716.7987441480361,-748.6571476971798
1082400,-1223.2210536264326,-1649.561716009699,-764.9317772775163
1084600,-1238.258334334188,-1791.7058219913267,-888.1410867540632
1086800,-1170.2177917151869,-1790.2171563506083,-781.5252480244975
1089000,-1143.4728213508026,-1532.302341877291,-770.2081923571494
1091200,-1328.2653470004464,-1613.7841782211754,-962.6257484007596
1093400,-1194.0422983876415,-1674.2731196005627,-869.9828791503749
1095600,-1201.9975814121588,-1720.2429512301808,-760.9045242104286
1097800,-1280.205485334771,-1777.2251727825712,-848.3545870029203
1100000,-1199.220206813616,-1736.075745263189,-869.1264786706846
1102200,-1259.921914303833,-1786.9033212521308,-884.4781909006816
1104400,-1291.485640739097,-1827.6450110511291,-861.731873776362
1106600,-1217.3746830482073,-1653.8712148800191,-873.1975424285458
1108800,-1047.0308657162711,-1493.3502158996394,-764.3906056041396
1111000,-1238.3592610236733,-1761.0167344325068,-867.1336549171898
1113200,-1218.146426891318,-1774.9418357027648,-862.9785858831083
1115400,-1330.6499007651175,-1791.0064604427962,-996.8346405159748
1117600,-1326.7330613306249,-1723.480665361684,-873.4839984221196
1119800,-1321.0571733683216,-1667.364413244613,-900.6622169714676
1122000,-1188.4354372746902,-1787.6989144696634,-701.9086499754226
1124200,-1189.0228592909864,-1665.6420967647678,-871.9763953916482
1126400,-1274.0591069679904,-1656.6089154770675,-870.5381971778078
1128600,-1133.289737474575,-1547.538810986172,-882.7265036193348
1130800,-1217.0283298357817,-1671.750683761597,-944.5415273627652
1133000,-1171.971338774192,-1518.3586709367517,-865.850484146956
1135200,-1341.05364423575,-1730.4913405970342,-875.1710744644687
1137400,-1138.9146973462994,-1782.9491952574815,-758.063532345803
1139600,-1405.185863869145,-1778.2889971323548,-1177.0572999271524
1141800,-1233.867336850409,-1687.1029205875677,-827.8850446291235
1144000,-1277.6031765248722,-1761.6820163862826,-758.6161339620415
1146200,-1194.5077780609533,-1565.5111405842988,-894.1245924424104
1148400,-1207.455694754601,-1702.596013264618,-727.771915179377
1150600,-1204.1878018929174,-1619.1389220781948,-832.1134713649901
1152800,-1178.1068105374695,-1682.802387701263,-882.0282920013791
1155000,-1369.2291850433487,-1789.351609507558,-967.2293693219433
1157200,-1325.2230263110691,-1682.1656565026428,-918.728139456196
1159400,-1213.0117141085727,-1765.9379047841387,-860.1606112039327
1161600,-1391.8999039092178,-1808.6492084046959,-786.9710355153535
1163800,-1384.0815664773959,-1810.735590411545,-873.829061235684
1166000,-1277.375402180617,-1866.3431448566532,-898.4223285227803
1168200,-1311.66967804906,-1773.0177361192964,-903.1956269790552
1170400,-1270.7017479997342,-1705.2007136714335,-752.623669534238
1172600,-1225.6345601327373,-1783.7435136801303,-921.6339532599
1174800,-1093.8317597372634,-1761.487415133372,-749.5867316565385
1177000,-1191.432149714403,-1622.7711914029012,-884.6545950661609
1179200,-1192.9937621032077,-1613.7476314475223,-757.9395605272045
1181400,-1320.6245180292922,-1788.790116725076,-847.0214700934378
1183600,-1200.3042955419571,-1713.785836006976,-843.2816381971701
1185800,-1303.6661131079525,-1628.1548328242268,-961.9093183451041
1188000,-1241.3902906800154,-1771.3229637042436,-840.6782689337299
1190200,-1247.981119978058,-1545.5697693650648,-888.9708579315825
1192400,-1196.2757635771022,-1625.633559672606,-743.4536839795766
1194600,-1138.186884968353,-1661.5091814298235,-754.3588462091566
1196800,-1165.6433457667156,-1639.759814164273,-733.3994224221191
1199000,-1319.5942916218353,-1763.663363584558,-881.0225996785949
1201200,-1287.6456718290578,-1750.0523515875036,-893.9242473814253
1203400,-1051.223251403149,-1360.3274083136753,-786.2032157640547
1205600,-1034.2595534021477,-1335.022623408959,-753.70831673446
1207800,-1363.911568821291,-1790.9361816748328,-971.299008257192
1210000,-1428.6565080839202,-1760.995774026497,-967.2526169650847
1212200,-1300.0251037783298,-1877.5899919387653,-762.9592403927332
1214400,-1247.9365165848415,-1560.6775978878402,-898.9935258209359
1216600,-1160.6604700284415,-1796.2931984033467,-657.0709038088637
1218800,-1251.676993905197,-1790.583069075625,-892.4972779621029
1221000,-1341.22008763149,-1782.6387652511403,-877.2731346398984
1223200,-1217.84081374241,-1656.5301438562867,-747.628799597664
1225400,-1212.2924430747662,-1836.9434958064646,-747.0392023863295
1227600,-1182.4457638325896,-1673.4888099939003,-881.7933085330129
1229800,-1199.611378739279,-1678.7199989965266,-755.5863679617954
1232000,-1220.8558647690386,-1736.5190570666405,-896.4105719029016
1234200,-1182.692576731448,-1558.1854954781131,-766.9782461654681
1236400,-1178.2316344892367,-1659.5322476793701,-793.4314444165113
1238600,-1079.5594537503405,-1564.9761742248365,-842.2917061520179
1240800,-1166.071658957423,-1483.6660274583676,-785.5013441540842
1243000,-1114.3748095715348,-1612.527727995609,-748.1966923757722
1245200,-1445.0595980786084,-1837.6849131816168,-966.4062555756707
1247400,-1184.9032379192206,-1614.3021939312466,-857.8315733586841
1249600,-1170.1646370343321,-1429.490322182751,-871.8143140655321
1251800,-1312.3092905773244,-1710.2738015374655,-957.5677564469763
1254000,-1148.4038506604786,-1699.3734401746435,-771.4351366524085
1256200,-1316.790482759701,-1681.3193392926426,-968.0519634600018
1258400,-1171.4372325799143,-1751.3397954740667,-850.5496125348443
1260600,-1336.2327446967772,-1717.7281428783278,-831.5033252421022
1262800,-1207.464890720423,-1550.9491801795511,-888.0442624412472
1265000,-1149.724629297987,-1740.7032562403294,-872.9179193313967
1267200,-1068.3310571225495,-1570.4533382070038,-859.0485253321816
1269400,-1313.0689157354097,-1739.7279797886229,-759.4648138880085
1271600,-1283.4720339791277,-1843.318898106381,-886.5192124139961
1273800,-1191.823453208621,-1790.0984222364339,-861.3288257543293
1276000,-1155.3382926552274,-1583.750181107008,-854.603381340872
1278200,-1212.5758705519563,-1559.4725981594538,-895.4885832590203
1280400,-1153.2733130468907,-1783.8053491912826,-874.8346575248662
1282600,-1187.2860044666302,-1690.9846832798046,-866.9279020658834
1284800,-1356.2715922978114,-1797.0063312934722,-965.0757735362907
1287000,-1181.2373388197068,-1738.2509296316523,-759.2077257190512
1289200,-1161.4773657101393,-1495.828024478856,-856.8889938512727
1291400,-1154.8370367397742,-1468.7585892090617,-736.6854712773114
1293600,-1284.948596897989,-1751.2621449387852,-757.2691440565803
1295800,-1304.0976283227099,-1504.5022251417668,-879.7751474034903
1298000,-1169.6822667507247,-1584.7767522211464,-844.3096734918639
1300200,-1194.0038418466984,-1711.7031776057663,-744.7048034462388
1302400,-1331.2767925301678,-1740.832008105916,-832.1156280822423
1304600,-1220.790832707211,-1845.4561787852117,-720.6729553752999
1306800,-1344.5187564599125,-1812.405982826769,-1035.3370517281746
1309000,-1146.5219813522233,-1709.6943011088626,-812.7555406026091
1311200,-1229.9089849012362,-1674.2425119168238,-893.1319508650694
1313400,-1242.4947682135344,-1741.1687966052693,-779.4089842816072
1315600,-1236.7549326201224,-1686.6488884726352,-964.3557639999077
1317800,-1280.7032720412594,-1725.1842630720157,-758.5686430333789
1320000,-1143.4271338060971,-1547.620302179624,-903.8413250858436
1322200,-1102.4064805320118,-1796.0241800849005,-759.7207115297016
1324400,-1251.7260936213925,-1726.6001672206833,-877.359007389531
1326600,-1221.3433980187676,-1737.6420683582367,-862.856124442954
1328800,-1046.7010142627987,-1571.1944844340849,-633.5505780190019
1331000,-1337.4640693948593,-1793.1803849232517,-856.3256180531608
1333200,-1283.2602527662436,-1611.266923786074,-890.9224775853588
1335400,-1268.7405161283846,-1822.0807578487656,-894.3648174619497
1337600,-1227.1029294116606,-1757.5036072599025,-770.8006240155539
1339800,-1265.411473482032,-1716.8681827191233,-886.0860032371121
1342000,-1349.9875214311767,-1762.6013194806392,-893.8111597867397
1344200,-1294.3666360104387,-1734.761702659705,-856.2601043650058
1346400,-1280.4185883597108,-1555.9945391928798,-888.3129583262195
1348600,-1155.6552361063505,-1593.1701662806568,-766.2637486473998
1350800,-1191.869042906788,-1687.578888411855,-862.0900515780801
1353000,-1216.6397423340293,-1663.8231788180901,-852.5452378089191
1355200,-1127.6695881678756,-1585.718901899352,-775.6055576454294
1357400,-1280.2373243954169,-1676.1453711688916,-872.7423003698445
1359600,-1208.7582281134294,-1668.2233314394807,-900.2591356425414
1361800,-1180.0249459837419,-1414.6120101107347,-843.9252202658342
1364000,-1276.2423152184172,-1564.8028698348935,-973.4636695250196
1366200,-1122.4950028555577,-1745.77129631865,-844.1267953299676
1368400,-1328.1861691139225,-1614.3983834349458,-910.4233752509741
1370600,-1278.2478542441802,-1670.8691677301535,-886.2495175194858
1372800,-1292.1636089132319,-1752.1423668073537,-789.4804090752718
1375000,-1180.8774993041902,-1704.0807833886104,-863.4212001460294
1377200,-1430.752335382147,-1785.8178265707727,-984.5121795019276
1379400,-1170.1338764725606,-1424.9343020616857,-901.5361822701636
1381600,-1211.7877501116018,-1615.4842878919699,-912.4486775243797
1383800,-1326.1186415428137,-1730.4746464657544,-880.7738921581616
1386000,-1287.9691688571606,-1647.1285812228043,-858.982694739918
1388200,-1311.6736441763942,-1692.632355535308,-782.7203769760285
1390400,-1217.5633802045172,-1751.122246314155,-774.2918508212164
1392600,-1122.0443679632608,-1760.982155504095,-753.7336853793998
1394800,-1234.6384069811372,-1818.5627819336653,-881.3668878468721
1397000,-1234.2724655388113,-1634.0109508979594,-879.3906760185482
1399200,-1399.8273836353221,-1848.9524185476741,-859.6384511812356
1401400,-1334.0962226589095,-1749.1856577312706,-872.6747983819685
1403600,-1143.9392527169546,-1694.147610090431,-826.0966051798175
1405800,-1365.3270819495049,-1828.759438011233,-967.9050993804882
1408000,-1220.0089847292666,-1645.757352268905,-969.0328670046744
1410200,-1260.9350876698416,-1687.4963992982002,-865.540466985495
1412400,-1197.8825666198823,-1774.2764103971897,-768.6051444683122
1414600,-1225.1362655330122,-1777.6664559991862,-899.239509306794
1416800,-1209.2273206568964,-1737.735179961341,-909.8196582629301
1419000,-1224.3968226463332,-1825.4626230668755,-761.9009284520193
1421200,-1173.2556661237481,-1735.6373107665586,-801.4638713611411
1423400,-1091.3905657424243,-1469.0613914042387,-779.5703331287734
1425600,-1174.4992186120814,-1675.4790323972602,-747.6352529241157
1427800,-1332.5408371982426,-1835.786295239869,-857.3320318618563
1430000,-1303.2935561509964,-1833.8924885908184,-830.8209497573974
1432200,-1200.0747472357307,-1619.1480600841126,-933.8854470230037
1434400,-1270.8622757340324,-1805.2706079456145,-880.0686215536206
1436600,-1167.6402216803365,-1811.6200259965522,-777.3805809880944
1438800,-1278.7539645891839,-1699.8113630036462,-853.3082880239405
1441000,-1128.5451862641316,-1638.981280090977,-850.0222494226487
1443200,-1197.5128699288546,-1688.0773150993216,-816.4548662031722
1445400,-1198.0452518228938,-1745.2880663389187,-757.3535603198466
1447600,-1189.4541490632093,-1675.5559555783116,-799.7751964158762
1449800,-1146.4351763331113,-1629.7973531036175,-754.8196179386705
1452000,-1250.8084656678636,-1749.8390200274291,-844.643897909081
1454200,-1168.9572247008516,-1650.9948923047157,-747.4673716768917
1456400,-1205.1260403190236,-1661.869568999354,-866.7906293754719
1458600,-1226.781383167708,-1565.9500044342983,-867.994471959115
1460800,-1258.8727173855361,-1694.4101331994655,-861.4272917842175
1463000,-1292.4533905294957,-1862.5276460244177,-968.9691759583736
1465200,-1261.2133999267096,-1798.9526497920722,-738.92121500855
1467400,-1171.7177117599701,-1603.0835765913544,-856.6101820945935
1469600,-1338.0674743204331,-1797.2267986377426,-978.738454820685
1471800,-1160.6115915044604,-1760.4182150736942,-752.7074633622635
1474000,-1263.082248977734,-1742.9929216150151,-857.9543139619826
1476200,-1293.0143264560324,-1771.9617539350938,-881.3437472970649
1478400,-1243.8826315856475,-1649.9130502395653,-890.5192007980266
1480600,-1249.387798789435,-1589.7790323312097,-961.0826859617182
1482800,-1338.1252033596463,-1750.1909904135275,-896.8707548276228
1485000,-1339.948511748788,-1774.0026081260703,-854.8545964371194
1487200,-1161.0873938216334,-1502.268054868135,-766.0313474540955
1489400,-1365.6059090325869,-1771.8673894606434,-848.557395297039
1491600,-1234.762879868008,-1741.1244283693138,-751.774608161766
1493800,-1341.1582650430503,-1574.7506805313803,-943.0763718869377
1496000,-1354.7073443749869,-1685.361347157956,-865.1523948524655
1498200,-1309.7113646774258,-1805.1591256484164,-880.5365484750993
1500400,-1153.3386080098874,-1636.531499253491,-864.8422440763467
1502600,-1084.9283552954578,-1430.933159100422,-804.861722314413
1504800,-1201.3666895536478,-1690.777620832055,-877.378926568943
1507000,-1388.6984571456608,-1819.0963938910554,-871.9248680275768
1509200,-1210.5190434198478,-1665.5156376200366,-751.3317567142903
1511400,-1305.8027828209727,-1726.9877548080608,-1002.2734347538985
1513600,-1153.6586592438728,-1706.7113757488169,-838.0035107871096
1515800,-1264.5611936880862,-1776.0583111207839,-969.6267287827997
1518000,-1230.6902491196147,-1748.6782081005051,-751.9484533137478
1520200,-1232.8175002730536,-1844.047397179525,-754.7176132617152
1522400,-1150.519484776066,-1688.7420097325949,-754.9255241488278
1524600,-1279.789435971101,-1719.921525746597,-829.526360718482
1526800,-1136.3284694319598,-1653.8597735916549,-871.5387577679604
1529000,-1154.100856127265,-1584.3431393111102,-755.0493148316472
1531200,-1271.8920115613075,-1782.9356866543403,-874.1047363052386
1533400,-1277.0252679088137,-1725.6625098793597,-659.9418027675812
1535600,-1196.024166275847,-1552.724257445255,-967.4795402754354
1537800,-1128.68969820721,-1600.5091447991176,-880.9009915705188
1540000,-1105.3975449949364,-1604.1678216215507,-772.414590902618
1542200,-1184.2992643329287,-1710.7916520328704,-890.4131461154891
1544400,-1232.1640444894708,-1597.3345090825505,-745.5616059938807
1546600,-1288.471303463542,-1664.423985637352,-877.1758524909663
1548800,-1195.991327900978,-1729.020349705141,-878.2948001409276
1551000,-1176.2023582855293,-1612.675240745402,-743.2124309798623
1553200,-1108.0832222845338,-1577.717660354827,-870.3746610472541
1555400,-1276.6286112029275,-1794.695012540718,-873.877635361047
1557600,-1192.8323637496287,-1585.8998087212087,-839.2052804668707
1559800,-1242.0878491890526,-1757.547463563849,-950.4187705914306
1562000,-1149.0200370176747,-1537.8837235995252,-859.0982610623355
1564200,-1185.1141802279126,-1793.9596664768208,-761.912894510036
1566400,-1216.0054057687414,-1677.0903556062397,-873.7034052858754
1568600,-1260.8539810454517,-1649.7944923093053,-945.7694960420419
1570800,-1281.6565590736404,-1773.852496287373,-880.9499211691975
1573000,-1272.234422802887,-1702.0238566030116,-851.7083966965046
1575200,-1171.2861541166092,-1642.643053995147,-767.3334729627235
1577400,-1234.3222124903946,-1735.6253272347499,-886.6174519576392
1579600,-1234.1932509469543,-1579.9687941176828,-930.8064853550261
1581800,-1297.9981039903005,-1681.0389344087496,-971.174599621768
1584000,-1327.4714500578336,-1787.1618404432456,-971.9116386171249
1586200,-1173.5701986080467,-1679.4705745921988,-966.6061700900345
1588400,-1185.1433786479588,-1717.0603613982191,-644.2476434840787
1590600,-1213.3836044965576,-1552.3469438348538,-763.9798705313734
1592800,-1043.482671485658,-1395.5834381641148,-858.9266203699027
1595000,-1153.9698076443808,-1639.5899498400297,-755.611221159916
1597200,-1301.2863070163921,-1786.4677629553469,-881.5950148519324
1599400,-1103.6801212251805,-1750.271111919248,-846.9345836895415
1601600,-1307.962393735427,-1713.1516097733213,-871.8824174583397
1603800,-1189.4450433175814,-1790.6382325293837,-767.0930919435369
1606000,-1289.98548729873,-1679.2983403010264,-839.682141770084
1608200,-1303.4548290620655,-1713.92449020085,-876.7795075451461
1610400,-1220.7861060987404,-1597.0892248914718,-859.312834353609
1612600,-1126.7464462814937,-1672.5386185890563,-766.942493658098
1614800,-1324.386519537945,-1754.400613088195,-898.9492971225449
1617000,-1258.40565525037,-1697.4218761633506,-859.409571530571
1619200,-1150.5859548477338,-1691.386448937205,-877.8189880409121
1621400,-1157.4076937320601,-1715.8007923159232,-769.542091781883
1623600,-1236.6686643841012,-1725.515737559532,-870.8120896500981
1625800,-1130.8388234135184,-1761.1384450807523,-753.8035053488419
1628000,-1202.8337818611358,-1554.650798295452,-881.2051414588534
1630200,-1234.684390881891,-1565.7279577815746,-886.7463959672756
1632400,-1129.749844752905,-1625.707308076477,-823.7261762421846
1634600,-1295.9510234972704,-1684.8106098944456,-880.6054374131035
1636800,-1162.6097735972455,-1785.4596716537299,-858.0260669577934
1639000,-1373.3726654434524,-1862.251996793247,-898.1214487546961
1641200,-1201.9825552206155,-1693.0344419325131,-763.8048254096022
1643400,-1253.8050357414058,-1711.935555059321,-889.7214009421533
1645600,-1338.226709861417,-1834.0807276569906,-740.3804446008813
1647800,-1285.3470944818323,-1708.875482303724,-815.6497364673369
1650000,-1229.562651305392,-1628.4468518182107,-851.6555909040051
1652200,-1177.1783915550575,-1786.5773963296554,-751.4435688966513
1654400,-1073.7441337540697,-1720.0138504214026,-764.6239334352372
1656600,-1279.749556392141,-1782.6874077118218,-840.3542369993471
1658800,-1175.3280427159855,-1649.5645037192955,-775.3124018859514
1661000,-1205.6783118232265,-1732.8767590746522,-757.3998012262039
1663200,-1134.2834380411177,-1671.5616266833918,-841.2400750379669
1665400,-1255.2822903675099,-1659.1880979156597,-745.7551224410743
1667600,-1315.7869406671855,-1728.7182092351854,-867.8344755314914
1669800,-1152.0147601580147,-1374.368306088451,-749.9441468990271
1672000,-1243.1473984107236,-1814.0842667608138,-769.005506168146
1674200,-1401.506603433885,-1746.1317952222237,-990.1130553994624
1676400,-1216.3508955799036,-1753.1410252656906,-857.2614506046116
1678600,-1196.6778862418362,-1592.0933860252987,-860.3145405446671
1680800,-1183.9283143067807,-1615.1209716214878,-916.3400578664255
1683000,-1260.9902874128413,-1733.945789823639,-962.8105745214581
1685200,-1251.8157836871474,-1750.9110626533554,-750.2442232034958
1687400,-1204.0671902026336,-1670.324386040859,-858.5696816626726
1689600,-1125.750689806494,-1804.8261014722457,-781.7762749382649
1691800,-1261.372389667324,-1597.3178106332894,-889.4526663113331
1694000,-1249.393148871319,-1823.5024721437685,-754.0832773403923
1696200,-1149.4050542817915,-1674.2195329755045,-832.3576562988594
1698400,-1211.9827756532302,-1850.273128446316,-666.7229499826188
1700600,-1295.955852350984,-1653.0255058946016,-903.0430330458896
1702800,-1234.4008146836802,-1799.286116752476,-876.2525034436105
1705000,-1167.7684756888311,-1726.496053261113,-865.990732591152
1707200,-1203.2648266808837,-1652.147018862568,-746.7627452670945
1709400,-1290.2027775912024,-1624.4281919703963,-1018.5233996298666
1711600,-1304.1892567969217,-1763.7027997369562,-769.3510721247859
1713800,-1300.561916274961,-1710.9786193937,-757.4071732986645
1716000,-1268.1695869771956,-1618.371210513596,-907.4032126308526
1718200,-1190.6451834616262,-1670.6708830614023,-951.1616057720793
1720400,-1294.3206294036404,-1728.910401074495,-913.3624961540364
1722600,-1299.140923280155,-1692.8905264996845,-874.9433948335912
1724800,-1216.427192931529,-1666.3590893825958,-850.7046121341209
1727000,-1192.7681322380306,-1656.287483016375,-818.5461320018177
1729200,-1300.30126235669,-1635.3270048734967,-790.3733084916998
1731400,-1426.33336232865,-1758.9482609834058,-859.9117106375197
1733600,-1244.1166239245554,-1813.8227511882083,-866.1377072404886
1735800,-1280.8762075170237,-1627.0691211319047,-851.5452961331397
1738000,-1154.8429070245127,-1572.893213987814,-893.4686961964807
1740200,-1202.9238323316433,-1717.8788296854705,-881.207551233786
1742400,-1251.2639888010408,-1576.668579840366,-869.5404343205506
1744600,-1086.1508523810294,-1455.4812950432965,-855.1981567163266
1746800,-1389.0695489393986,-1796.7622156291438,-843.0460708296981
1749000,-1203.8987313068155,-1636.8612737866167,-777.604685696826
1751200,-1199.0284276854773,-1725.0863490818613,-842.2194654458682
1753400,-1240.6008264590337,-1680.5503289493113,-882.9994018913598
1755600,-1250.3704929248568,-1710.8468875699382,-887.9307646305822
1757800,-1108.9729149869086,-1510.2680385579092,-896.2206111357017
1760000,-1152.4262570854617,-1659.2036769537278,-861.9906277882484
1762200,-1154.4442705223098,-1757.7967370083743,-864.1050748501717
1764400,-1164.7678537553074,-1757.1092785453193,-778.7652669685804
1766600,-1067.935218691049,-1642.2952978963867,-869.6313442930922
1768800,-1234.5739761557493,-1682.5829560634875,-858.8267711251051
1771000,-1221.0837060376118,-1615.3605814509517,-895.0384134818863
1773200,-1187.2255569662016,-1815.6988135131096,-893.3595125337755
1775400,-1220.4668421138215,-1710.7015642444373,-875.3852333616513
1777600,-1177.5077349332573,-1748.526599129969,-909.7219900099757
1779800,-1270.242507678005,-1685.3060029043324,-866.368421168954
1782000,-1175.6240536731264,-1537.8149736626474,-809.9772767443327
1784200,-1245.269048960045,-1607.2431999970065,-818.4535192707367
1786400,-1307.636012967248,-1583.42808071271,-910.0651684672794
1788600,-1456.1962244079407,-1706.4453231170019,-1124.143178225982
1790800,-1249.8880171049705,-1694.7198726356173,-892.5970268878316
1793000,-1080.7724757757808,-1413.400187010509,-749.2597129332796
1795200,-1209.5827614157454,-1747.304301717712,-896.9704121987081
1797400,-1332.7347576498933,-1818.1361821007283,-780.2405697194305
1799600,-1377.0443389466493,-1674.1223332264503,-1030.724640329433
1801800,-1451.319162057204,-1775.2879457153356,-947.3396076975098
1804000,-1167.5353598960241,-1602.166314483961,-869.9581357861631
1806200,-1333.5666299569632,-1806.2419910925285,-865.2233170491046
1808400,-1051.3405284265698,-1488.3457472116304,-800.6054142199649
1810600,-1308.7900162895155,-1773.3423636601285,-868.1269071018563
1812800,-1059.7985886361755,-1363.8287137526909,-754.0079672149677
1815000,-1260.6811837764226,-1650.3039411955208,-973.4588770732098
1817200,-1212.2895949157632,-1784.3744234478936,-771.7333022666422
1819400,-1297.1552704597018,-1749.2657118913087,-766.7507086003156
1821600,-1429.0691977828037,-1751.805201049959,-1068.1389857305483
1823800,-1172.232847406302,-1699.2351318023095,-763.8808238502803
1826000,-1180.9413416124962,-1643.2212735127687,-876.4594009598873
1828200,-1348.1601169125606,-1804.5055646663034,-839.7897153068004
1830400,-1449.1745566348825,-1715.3994649195108,-960.133074939919
1832600,-1208.4706424444173,-1734.0069424735914,-869.4856772365359
1834800,-1217.3413488585036,-1730.7444579703604,-794.7756403442901
1837000,-1368.3637539702902,-1787.6276478588702,-896.6988737144787
1839200,-1127.3470757865268,-1801.7755071925221,-755.4824351591827
1841400,-1331.1431289349591,-1804.5506108066659,-1066.464658542087
1843600,-1194.0406608454025,-1717.9751734967463,-885.4489957468644
1845800,-1195.277732244176,-1859.086140069206,-811.6254569999977
1848000,-1147.8911733656262,-1642.4461322372845,-762.7428661996852
1850200,-1190.0310968498245,-1752.5579834873413,-875.6167082040585
1852400,-1237.6678106457093,-1657.78957387089,-874.7193662124
1854600,-1215.7101477696904,-1654.2974996092523,-806.289345357113
1856800,-1246.8517516247955,-1805.0782222083028,-864.2281419090988
1859000,-1309.8888174942574,-1697.6958914554596,-749.5449212478095
1861200,-1227.4755259772164,-1743.2483568514458,-750.8290502043072
1863400,-1155.2661830381285,-1718.7300226746809,-742.8522259160059
1865600,-1071.9428695128036,-1529.6638104602432,-851.236278214019
1867800,-1163.4049201720745,-1739.9585588729142,-841.9307925570647
1870000,-1335.9301722963035,-1822.435124495243,-974.6092069731709
1872200,-1074.8522605911726,-1429.3936223296214,-743.7916375436872
1874400,-1043.785533578171,-1635.8761214519109,-858.3216181943241
1876600,-1335.0394673386525,-1734.1044786655393,-876.1661544941422
1878800,-1230.4575572399624,-1665.0196707238267,-862.971631158041
1881000,-1213.2538281116047,-1729.1498900318638,-820.673246548106
1883200,-1127.1232176276278,-1624.9013612959675,-749.6699418743068
1885400,-1270.8464609022633,-1711.3311642412543,-819.4089946424143
1887600,-1100.598051568445,-1421.5693631064662,-778.8469900281085
1889800,-1236.6119771936706,-1755.2402163185816,-734.9226248146252
1892000,-1185.7549539538988,-1656.435509359557,-890.4768056255037
1894200,-1333.5437165164074,-1694.6629883197866,-765.8116081431094
1896400,-1243.488529631345,-1775.677401695981,-752.7937381048686
1898600,-1183.6672304801082,-1792.0827773154306,-750.3395432338192
1900800,-1146.486271989075,-1757.4655352205853,-788.5815236857987
1903000,-1229.7688485260658,-1685.4185025706013,-793.0393023365365
1905200,-1278.0441288080217,-1797.7967972815625,-958.8980933333843
1907400,-1106.664216186535,-1564.2453089691453,-854.3521476218634
1909600,-1217.7557985801313,-1750.559443831748,-769.6257819992379
1911800,-1264.8955450529395,-1738.433854038093,-846.0984931113803
1914000,-1141.4388728152323,-1717.3061191372817,-764.5463578397944
1916200,-1172.4814573013605,-1635.5349178554945,-822.5066787944412
1918400,-1049.155280318068,-1458.8500272509489,-738.7385632734363
1920600,-1235.9805375763187,-1714.139218271822,-751.9293563572926
1922800,-1161.5574069938118,-1452.2204556764088,-864.1918768874787
1925000,-1339.0007051851871,-1643.271817636296,-977.658653340636
